日期,調整收盤價
2020-05-07,10842.919922
2020-05-08,10901.419922
2020-05-11,11013.259766
2020-05-12,10879.469727
2020-05-13,10938.269531
2020-05-14,10780.879883
2020-05-15,10814.919922
2020-05-18,10740.549805
2020-05-19,10860.440430
2020-05-20,10907.799805
2020-05-21,11008.309570
2020-05-22,10811.150391
2020-05-25,10871.179688
2020-05-26,10997.209961
2020-05-27,11014.660156
2020-05-28,10944.190430
2020-05-29,10942.160156
2020-06-01,11079.019531
2020-06-02,11127.929688
2020-06-03,11320.160156
2020-06-04,11393.230469
2020-06-05,11479.400391
2020-06-08,11610.320312
2020-06-09,11637.110352
2020-06-10,11720.160156
2020-06-11,11535.769531
2020-06-12,11429.940430
2020-06-15,11306.259766
2020-06-16,11511.639648
2020-06-17,11534.589844
2020-06-18,11548.330078
2020-06-19,11549.860352
2020-06-22,11572.929688
2020-06-23,11612.360352
2020-06-24,11660.669922
2020-06-29,11542.620117
2020-06-30,11621.240234
2020-07-01,11703.419922
2020-07-02,11805.139648
2020-07-03,11909.160156
2020-07-06,12116.700195
2020-07-07,12092.969727
2020-07-08,12170.190430
2020-07-09,12192.690430
2020-07-10,12073.679688
2020-07-13,12211.559570
2020-07-14,12209.009766
2020-07-15,12202.849609
2020-07-16,12157.740234
2020-07-17,12181.559570
2020-07-20,12174.540039
2020-07-21,12397.549805
2020-07-22,12473.269531
2020-07-23,12413.040039
2020-07-24,12304.040039
2020-07-27,12588.299805
2020-07-28,12586.730469
2020-07-29,12540.969727
2020-07-30,12722.919922
2020-07-31,12664.799805
2020-08-03,12513.030273
2020-08-04,12709.919922
2020-08-05,12802.299805
2020-08-06,12913.500000
2020-08-07,12828.870117
2020-08-10,12894.000000
2020-08-11,12780.190430
2020-08-12,12670.349609
2020-08-13,12763.129883
2020-08-14,12795.459961
2020-08-17,12956.110352
2020-08-18,12872.139648
2020-08-19,12778.639648
2020-08-20,12362.639648
2020-08-21,12607.839844
2020-08-24,12647.129883
2020-08-25,12758.250000
2020-08-26,12833.290039
2020-08-27,12797.309570
2020-08-28,12728.849609
2020-08-31,12591.450195
2020-09-01,12703.280273
2020-09-02,12699.500000
2020-09-03,12757.969727
2020-09-04,12637.950195
2020-09-07,12601.400391
2020-09-08,12663.559570
2020-09-09,12608.580078
2020-09-10,12691.750000
2020-09-11,12675.950195
2020-09-14,12787.820312
2020-09-15,12845.650391
2020-09-16,12976.759766
2020-09-17,12872.740234
2020-09-18,12875.620117
2020-09-21,12795.120117
2020-09-22,12645.509766
2020-09-23,12583.879883
2020-09-24,12264.379883
2020-09-25,12232.910156
2020-09-28,12462.759766
2020-09-29,12467.730469
2020-09-30,12515.610352
2020-10-05,12548.280273
2020-10-06,12704.230469
2020-10-07,12746.370117
2020-10-08,12887.190430
2020-10-12,12955.910156
2020-10-13,12947.129883
2020-10-14,12919.309570
2020-10-15,12827.820312
2020-10-16,12750.370117
2020-10-19,12908.339844
2020-10-20,12862.370117
2020-10-21,12877.250000
2020-10-22,12917.030273
2020-10-23,12898.820312
2020-10-26,12909.030273
2020-10-27,12875.009766
2020-10-28,12793.750000
2020-10-29,12662.910156
2020-10-30,12546.339844
2020-11-02,12591.309570
2020-11-03,12736.009766
2020-11-04,12867.900391
2020-11-05,12918.799805
2020-11-06,12973.530273
2020-11-09,13127.469727
2020-11-10,13081.719727
2020-11-11,13262.190430
2020-11-12,13221.780273
2020-11-13,13273.330078
2020-11-16,13551.830078
2020-11-17,13593.009766
2020-11-18,13773.290039
2020-11-19,13722.429688
2020-11-20,13716.440430
2020-11-23,13878.009766
2020-11-24,13807.129883
2020-11-25,13738.830078
2020-11-26,13845.660156
2020-11-27,13867.089844
2020-11-30,13722.889648
2020-12-01,13885.669922
2020-12-02,13989.139648
2020-12-03,13977.089844
2020-12-04,14132.440430
2020-12-07,14256.599609
2020-12-08,14360.400391
2020-12-09,14390.139648
2020-12-10,14249.490234
2020-12-11,14261.690430
2020-12-14,14211.049805
2020-12-15,14068.519531
2020-12-16,14304.459961
2020-12-17,14258.929688
2020-12-18,14249.959961
2020-12-21,14384.959961
2020-12-22,14177.459961
2020-12-23,14223.089844
2020-12-24,14280.280273
2020-12-25,14331.419922
2020-12-28,14483.070312
2020-12-29,14472.049805
2020-12-30,14687.700195
2020-12-31,14732.530273
2021-01-04,14902.030273
2021-01-05,15000.030273
2021-01-06,14983.129883
2021-01-07,15214.000000
2021-01-08,15463.950195
2021-01-11,15557.299805
2021-01-12,15500.700195
2021-01-13,15769.980469
2021-01-14,15707.190430
2021-01-15,15616.389648
2021-01-18,15612.000000
2021-01-19,15877.370117
2021-01-20,15806.179688
2021-01-21,16153.769531
2021-01-22,16019.030273
2021-01-25,15946.540039
2021-01-26,15658.849609
2021-01-27,15701.450195
2021-01-28,15415.879883
2021-01-29,15138.309570
2021-02-01,15410.089844
2021-02-02,15760.049805
2021-02-03,15771.320312
2021-02-04,15706.219727
2021-02-05,15802.400391
2021-02-17,16362.290039
2021-02-18,16424.509766
2021-02-19,16341.379883
2021-02-22,16410.160156
2021-02-23,16443.400391
2021-02-24,16212.530273
2021-02-25,16452.179688
2021-02-26,15953.799805
2021-03-02,15946.879883
2021-03-03,16211.730469
2021-03-04,15906.410156
2021-03-05,15855.230469
2021-03-08,15820.110352
2021-03-09,15853.089844
2021-03-10,15911.669922
2021-03-11,16179.559570
2021-03-12,16255.179688
2021-03-15,16249.330078
2021-03-16,16313.160156
2021-03-17,16215.820312
2021-03-18,16287.839844
2021-03-19,16070.240234
2021-03-22,16189.219727
2021-03-23,16177.589844
2021-03-24,16032.120117
2021-03-25,16060.139648
2021-03-26,16305.879883
2021-03-29,16475.970703
2021-03-30,16554.900391
2021-03-31,16431.130859
2021-04-01,16571.279297
2021-04-07,16815.359375
2021-04-08,16926.439453
2021-04-09,16854.099609
2021-04-12,16859.699219
2021-04-13,16824.910156
2021-04-14,16865.970703
2021-04-15,17076.730469
2021-04-16,17158.810547
2021-04-19,17263.279297
2021-04-20,17323.869141
2021-04-21,17202.109375
2021-04-22,17096.970703
2021-04-23,17300.269531
2021-04-26,17572.289062
2021-04-27,17595.900391
2021-04-28,17567.529297
2021-04-29,17566.660156
2021-05-03,17222.349609
2021-05-04,16933.779297
2021-05-05,16843.439453
2021-05-06,16994.359375
2021-05-07,17285.000000
2021-05-10,17235.609375
2021-05-11,16583.130859
2021-05-12,15902.370117
2021-05-13,15670.099609
2021-05-14,15827.089844
2021-05-17,15353.889648
2021-05-18,16145.980469
2021-05-19,16132.660156
2021-05-20,16042.360352
2021-05-21,16302.059570
2021-05-24,16338.290039
2021-05-25,16595.669922
2021-05-26,16643.689453
2021-05-27,16601.609375
2021-05-28,16870.859375
2021-05-31,17068.429688
2021-06-01,17162.380859
2021-06-02,17165.039062
2021-06-03,17246.160156
2021-06-04,17147.410156
2021-06-07,17083.910156
2021-06-08,17076.210938
2021-06-09,16966.220703
2021-06-10,17159.220703
2021-06-11,17213.519531
2021-06-15,17371.289062
2021-06-16,17307.859375
2021-06-17,17390.609375
2021-06-18,17318.539062
2021-06-21,17062.980469
2021-06-22,17075.550781
2021-06-23,17336.710938
2021-06-24,17407.960938
2021-06-25,17502.990234
2021-06-28,17590.970703
2021-06-29,17598.189453
2021-06-30,17755.460938
2021-07-01,17713.939453
2021-07-02,17710.150391
2021-07-05,17919.330078
2021-07-06,17913.070312
2021-07-07,17850.689453
2021-07-08,17866.089844
2021-07-09,17661.480469
2021-07-12,17814.330078
2021-07-13,17847.519531
2021-07-14,17845.750000
2021-07-15,18034.189453
2021-07-16,17895.250000
2021-07-19,17789.250000
2021-07-20,17528.740234
2021-07-21,17458.789062
2021-07-22,17572.330078
2021-07-23,17572.919922
2021-07-26,17403.560547
2021-07-27,17269.869141
2021-07-28,17135.220703
2021-07-29,17402.810547
2021-07-30,17247.410156
2021-08-02,17503.279297
2021-08-03,17553.759766
2021-08-04,17623.890625
2021-08-05,17603.119141
2021-08-06,17526.279297
2021-08-09,17485.150391
2021-08-10,17323.640625
2021-08-11,17227.179688
2021-08-12,17219.939453
2021-08-13,16982.109375
2021-08-16,16858.769531
2021-08-17,16661.359375
2021-08-18,16826.269531
2021-08-19,16375.400391
2021-08-20,16341.940430
2021-08-23,16741.839844
2021-08-24,16818.730469
2021-08-25,17045.859375
2021-08-26,17066.960938
2021-08-27,17209.929688
2021-08-30,17396.519531
2021-08-31,17490.289062
2021-09-01,17473.990234
2021-09-02,17319.759766
2021-09-03,17516.919922
2021-09-06,17495.300781
2021-09-07,17428.869141
2021-09-08,17270.490234
2021-09-09,17304.330078
2021-09-10,17474.570312
2021-09-13,17446.310547
2021-09-14,17434.900391
2021-09-15,17354.000000
2021-09-16,17278.699219
2021-09-17,17276.789062
2021-09-22,16925.820312
2021-09-23,17078.220703
2021-09-24,17260.189453
2021-09-27,17313.769531
2021-09-28,17181.439453
2021-09-29,16855.460938
2021-09-30,16934.769531
2021-10-01,16570.890625
2021-10-04,16408.349609
2021-10-05,16460.750000
2021-10-06,16393.160156
2021-10-07,16713.859375
2021-10-08,16640.429688
2021-10-12,16462.839844
2021-10-13,16347.990234
2021-10-14,16387.279297
2021-10-15,16781.189453
2021-10-18,16705.460938
2021-10-19,16900.669922
2021-10-20,16887.820312
2021-10-21,16889.509766
2021-10-22,16888.740234
2021-10-25,16894.240234
2021-10-26,17034.339844
2021-10-27,17074.550781
2021-10-28,17041.630859
2021-10-29,16987.410156
2021-11-01,17068.240234
2021-11-02,17065.970703
2021-11-03,17122.160156
2021-11-04,17078.859375
2021-11-05,17296.900391
2021-11-08,17415.300781
2021-11-09,17541.359375
2021-11-10,17559.650391
2021-11-11,17452.519531
2021-11-12,17518.130859
2021-11-15,17634.470703
2021-11-16,17693.130859
2021-11-17,17764.039062
2021-11-18,17841.369141
2021-11-19,17818.310547
2021-11-22,17803.539062
2021-11-23,17666.119141
2021-11-24,17642.519531
2021-11-25,17654.189453
2021-11-26,17369.390625
2021-11-29,17328.089844
2021-11-30,17427.759766
2021-12-01,17585.990234
2021-12-02,17724.880859
2021-12-03,17697.140625
2021-12-06,17688.210938
2021-12-07,17796.919922
2021-12-08,17832.419922
2021-12-09,17914.119141
2021-12-10,17826.259766
2021-12-13,17767.599609
2021-12-14,17599.369141
2021-12-15,17660.099609
2021-12-16,17785.740234
2021-12-17,17812.589844
2021-12-20,17669.109375
2021-12-21,17789.269531
2021-12-22,17826.830078
2021-12-23,17946.660156
2021-12-24,17961.640625
2021-12-27,18048.939453
2021-12-28,18196.810547
2021-12-29,18248.279297
2021-12-30,18218.839844
2022-01-03,18270.509766
2022-01-04,18526.349609
2022-01-05,18499.960938
2022-01-06,18367.919922
2022-01-07,18169.759766
2022-01-10,18239.380859
2022-01-11,18288.210938
2022-01-12,18375.400391
2022-01-13,18436.929688
2022-01-14,18403.330078
2022-01-17,18525.439453
2022-01-18,18378.640625
2022-01-19,18227.460938
2022-01-20,18218.279297
2022-01-21,17899.300781
2022-01-24,17989.039062
2022-01-25,17701.119141
2022-01-26,17674.400391
2022-02-07,17900.300781
2022-02-08,17966.560547
2022-02-09,18151.759766
2022-02-10,18338.050781
2022-02-11,18310.939453
2022-02-14,17997.669922
2022-02-15,17951.810547
2022-02-16,18231.470703
2022-02-17,18268.570312
2022-02-18,18232.349609
2022-02-21,18221.490234
2022-02-22,17969.289062
2022-02-23,18055.730469
2022-02-24,17594.550781
2022-02-25,17652.179688
2022-03-01,17898.250000
2022-03-02,17867.599609
2022-03-03,17934.400391
2022-03-04,17736.519531
2022-03-07,17178.689453
2022-03-08,16825.250000
2022-03-09,17015.359375
2022-03-10,17433.199219
2022-03-11,17264.740234
2022-03-14,17263.039062
2022-03-15,16926.060547
2022-03-16,16940.830078
2022-03-17,17448.220703
2022-03-18,17456.519531
2022-03-21,17560.359375
2022-03-22,17559.710938
2022-03-23,17731.369141
2022-03-24,17699.060547
2022-03-25,17676.949219
2022-03-28,17520.009766
2022-03-29,17548.660156
2022-03-30,17740.560547
2022-03-31,17693.470703
2022-04-01,17625.589844
2022-04-06,17522.500000
2022-04-07,17178.630859
2022-04-08,17284.539062
2022-04-11,17048.369141
2022-04-12,16990.910156
2022-04-13,17301.650391
2022-04-14,17245.650391
2022-04-15,17004.179688
2022-04-18,16898.869141
2022-04-19,16993.400391
2022-04-20,17148.880859
2022-04-21,17127.949219
2022-04-22,17025.089844
2022-04-25,16620.900391
2022-04-26,16644.789062
2022-04-27,16303.349609
2022-04-28,16419.380859
2022-04-29,16592.179688
2022-05-03,16498.900391
2022-05-04,16565.830078
2022-05-05,16696.119141
2022-05-06,16408.199219
2022-05-09,16048.919922
2022-05-10,16061.700195
2022-05-11,16006.250000
2022-05-12,15616.679688
2022-05-13,15832.540039
